t_s,force4,force3,force2,pos,cur
4.058,453,282,423,612,0
4.060,453,282,423,612,0
4.062,453,282,423,612,0
4.069,453,282,423,612,0
4.071,453,282,423,612,0
4.073,453,282,423,612,0
4.075,453,282,423,612,0
4.077,453,282,423,612,0
4.088,453,282,423,612,0
4.090,453,282,423,612,0
4.092,453,282,423,612,0
4.094,453,282,423,612,0
4.101,453,282,423,612,0
4.103,453,282,423,612,0
4.104,453,282,423,612,0
4.107,453,282,423,612,0
4.108,453,282,423,612,0
4.119,453,282,423,612,0
4.121,453,282,423,612,0
4.124,453,282,423,612,0
4.132,453,282,423,612,0
4.134,453,282,423,612,0
4.136,453,282,423,612,0
4.138,453,282,423,612,0
4.140,453,283,423,612,0
4.151,453,283,423,612,0
4.153,453,283,423,612,0
4.155,453,283,423,612,0
4.163,453,283,423,612,0
4.165,453,283,423,612,0
4.167,453,283,423,612,0
4.170,453,283,424,612,0
4.172,454,282,424,612,0
4.183,454,282,424,612,0
4.185,454,282,424,612,0
4.193,454,282,424,612,0
4.195,454,282,424,612,0
4.198,454,282,424,612,0
4.201,454,282,423,612,0
4.212,454,282,423,612,0
4.215,454,282,423,612,0
4.217,454,282,423,612,0
4.225,454,282,423,612,0
4.227,454,282,423,612,0
4.229,454,282,423,612,0
4.232,454,282,423,612,0
4.243,453,282,423,612,0
4.246,453,282,423,612,0
4.249,453,282,423,612,0
4.256,453,282,423,612,0
4.259,453,282,423,612,0
4.260,453,282,423,612,0
4.262,453,282,423,612,0
4.264,454,283,423,612,0
4.276,454,283,423,612,0
4.277,454,283,423,612,0
4.279,454,283,423,612,0
4.287,454,283,423,612,0
4.289,454,283,423,612,0
4.292,454,283,423,612,0
4.294,454,283,424,612,0
4.305,454,282,424,612,0
4.308,454,282,424,612,0
4.310,454,282,424,612,0
4.317,454,282,424,612,0
4.319,454,282,424,612,0
4.322,454,282,424,612,0
4.324,454,282,423,612,0
4.326,453,282,423,612,0
4.338,453,282,423,612,0
4.341,453,282,423,612,0
4.348,453,282,423,612,0
4.351,453,282,423,612,0
4.353,453,282,424,612,0
4.355,453,282,424,612,0
4.357,454,282,424,612,0
4.369,454,282,424,612,0
4.371,454,282,424,612,0
4.379,454,282,424,612,0
4.382,454,282,424,612,0
4.385,454,282,424,612,0
4.386,453,282,424,612,0
4.388,453,282,424,612,0
4.399,453,282,424,612,0
4.401,453,282,424,612,0
4.403,453,282,424,612,0
4.411,453,282,424,612,0
4.413,453,282,424,612,0
4.415,453,282,424,612,0
4.416,453,282,424,612,0
4.418,453,282,424,612,0
4.429,453,282,424,612,0
4.432,453,282,424,612,0
4.434,453,282,424,612,0
4.442,453,282,424,612,0
4.443,453,282,424,612,0
4.445,453,282,424,612,0
4.447,454,282,424,612,0
4.449,454,282,424,612,0
4.451,454,282,424,612,0
4.462,454,282,424,612,0
4.464,454,282,424,612,0
4.472,454,282,424,612,0
4.474,454,282,424,612,0
4.476,454,282,424,612,0
4.479,454,282,424,612,0
4.481,454,282,424,612,0
4.492,454,282,424,612,0
4.494,454,282,424,612,0
4.496,454,282,424,612,0
4.504,454,282,424,612,0
4.506,454,282,424,612,0
4.508,454,282,424,612,0
4.510,454,282,424,612,0
4.512,454,282,424,612,0
4.524,454,282,424,612,0
4.526,454,282,424,612,0
4.534,454,282,424,612,0
4.536,454,282,424,612,0
4.539,454,282,424,612,0
4.542,454,282,424,612,0
4.555,454,282,424,612,0
4.558,454,282,424,612,0
4.565,454,282,424,612,0
4.567,454,282,424,612,0
4.568,454,282,424,612,0
4.571,454,282,424,612,0
4.573,454,282,424,612,0
4.575,454,282,424,612,0
4.587,454,282,424,612,0
4.589,454,282,424,612,0
4.597,454,282,424,612,0
4.599,454,282,424,612,0
4.602,454,282,424,612,0
4.604,454,282,424,612,0
4.615,454,282,424,612,0
4.618,454,282,424,612,0
4.620,454,282,424,612,0
4.627,454,282,424,612,0
4.630,454,282,424,612,0
4.632,454,282,424,612,0
4.634,454,282,424,612,0
4.636,454,282,424,612,0
4.647,454,282,424,612,0
4.649,454,282,424,612,0
4.651,454,282,424,612,0
4.658,454,282,424,612,0
4.660,454,282,424,612,0
4.662,454,282,424,612,0
4.664,454,282,424,612,0
4.667,454,282,424,612,0
4.678,454,282,424,612,0
4.680,454,282,424,612,0
4.683,454,282,424,612,0
4.690,454,282,424,612,0
4.693,454,282,424,612,0
4.694,454,282,424,612,0
4.696,454,282,424,612,0
4.699,454,282,424,612,0
4.710,454,282,424,612,0
4.713,454,282,424,612,0
4.721,454,283,424,612,0
4.723,454,283,424,612,0
4.726,454,283,424,612,0
4.728,454,283,424,612,0
4.730,454,283,424,612,0
4.741,454,283,424,612,0
4.744,454,283,423,612,0
4.751,454,282,423,612,0
4.753,454,282,423,612,0
4.755,454,282,423,612,0
4.757,454,282,423,612,0
4.759,454,282,423,612,0
4.770,454,282,423,612,0
4.772,454,282,423,612,0
4.774,454,282,423,612,0
4.781,454,282,423,612,0
4.783,454,282,423,612,0
4.785,454,282,423,612,0
4.787,454,282,423,612,0
4.789,454,282,423,612,0
4.791,454,282,423,612,0
4.802,454,282,423,612,0
4.804,454,282,423,612,0
4.805,454,282,424,612,0
4.813,454,282,424,612,0
4.815,454,282,424,612,0
4.817,454,282,424,612,0
4.820,454,282,424,612,0
4.822,454,282,424,612,0
4.833,454,282,424,612,0
4.835,454,282,424,612,0
4.837,454,282,424,612,0
4.845,454,282,424,612,0
4.846,454,282,424,612,0
4.848,454,282,424,612,0
4.850,454,282,424,612,0
4.852,454,282,424,612,0
4.864,454,282,424,612,0
4.867,454,282,424,612,0
4.869,454,282,424,612,0
4.876,454,282,424,612,0
4.878,454,282,424,612,0
4.880,454,282,424,612,0
4.882,454,282,424,612,0
4.884,454,282,424,612,0
4.896,454,282,424,612,0
4.899,454,282,424,612,0
4.906,454,282,424,612,0
4.908,454,282,424,612,0
4.910,454,282,424,612,0
4.913,454,282,424,612,0
4.916,454,282,424,612,0
4.927,454,282,424,612,0
4.930,454,282,424,612,0
4.938,454,282,424,612,0
4.940,454,282,424,612,0
4.943,454,282,424,612,0
4.945,454,282,424,612,0
4.947,454,282,424,612,0
4.958,454,282,424,612,0
4.961,454,282,424,612,0
4.968,454,282,424,612,0
4.971,454,282,424,612,0
4.974,454,282,424,612,0
4.976,454,282,424,612,0
4.988,454,282,424,612,0
4.991,454,282,424,612,0
4.999,454,283,424,612,0
5.002,454,283,424,612,0
5.004,454,283,424,612,0
5.006,454,283,424,612,0
5.009,454,283,424,612,0
5.020,454,283,424,612,0
5.022,454,283,424,612,0
5.030,454,282,424,612,0
5.033,454,282,424,612,0
5.036,454,282,424,612,0
5.039,454,282,424,612,0
5.051,454,282,424,612,0
5.054,454,282,424,612,0
5.061,454,282,424,612,0
5.063,454,282,424,612,0
5.066,454,282,424,612,0
5.068,454,282,424,612,0
5.071,454,282,424,612,0
5.082,454,282,424,612,0
5.084,454,283,424,612,0
5.092,454,283,424,612,0
5.094,454,283,424,612,0
5.096,454,283,424,612,0
5.099,454,283,424,612,0
5.102,454,283,424,612,0
5.112,454,283,424,612,0
5.115,454,283,424,612,0
5.122,454,283,424,612,0
5.124,454,283,424,612,0
5.127,454,283,424,612,0
5.129,454,283,424,612,0
5.132,454,283,424,612,0
5.142,454,283,424,612,0
5.145,454,282,424,612,0
5.146,454,282,424,612,0
5.153,454,282,424,612,0
5.155,454,282,424,612,0
5.157,454,282,424,612,0
5.159,454,282,424,612,0
5.161,454,282,424,612,0
5.173,454,282,424,612,0
5.175,454,282,424,612,0
5.177,454,283,424,612,0
5.185,454,283,424,612,0
5.187,454,283,424,612,0
5.189,454,283,424,612,0
5.191,454,283,424,612,0
5.193,454,283,424,612,0
5.204,454,283,424,612,0
5.206,454,283,424,612,0
5.208,454,283,424,612,0
5.215,454,283,424,612,0
5.217,454,283,424,612,0
5.220,454,283,424,612,0
5.222,454,283,424,612,0
5.224,454,283,424,612,0
5.236,454,283,424,612,0
5.238,454,283,424,612,0
5.240,454,283,424,612,0
5.247,454,283,424,612,0
5.250,454,283,424,612,0
5.252,454,283,424,612,0
5.254,454,283,424,612,0
5.256,454,283,424,612,0
5.266,454,283,424,612,0
5.269,454,283,424,612,0
5.271,454,283,424,612,0
5.278,454,283,424,612,0
5.281,454,283,424,612,0
5.283,454,283,424,612,0
5.285,454,283,424,612,0
5.297,454,283,424,612,0
5.300,454,283,424,612,0
5.302,454,283,424,612,0
5.310,454,283,424,612,0
5.312,454,283,424,612,0
5.314,454,283,424,612,0
5.316,454,283,424,612,0
5.318,454,283,424,612,0
5.329,454,283,424,612,0
5.331,454,283,424,612,0
5.339,454,283,424,612,0
5.342,454,283,424,612,0
5.344,454,283,424,612,0
5.346,454,283,424,612,0
5.348,454,283,424,612,0
5.359,454,283,424,612,0
5.361,454,283,424,612,0
5.363,454,283,424,612,0
5.365,454,283,424,612,0
5.372,454,283,424,612,0
5.374,454,283,424,612,0
5.376,454,283,424,612,0
5.378,454,283,424,612,0
5.380,454,283,424,612,0
5.391,454,283,424,612,0
5.393,454,283,424,612,0
5.395,454,283,424,612,0
5.402,454,283,424,612,0
5.404,454,283,424,612,0
5.406,454,283,424,612,0
5.408,454,283,424,612,0
5.410,454,283,424,612,0
5.411,454,283,424,612,0
5.422,454,283,424,612,0
5.425,454,283,424,612,0
5.433,454,283,424,612,0
5.435,454,283,424,612,0
5.437,454,283,424,612,0
5.439,454,283,424,612,0
5.441,454,283,424,612,0
5.452,454,283,424,612,0
5.455,454,283,424,612,0
5.457,454,283,424,612,0
5.464,454,283,424,612,0
5.466,454,283,424,612,0
5.468,454,283,424,612,0
5.470,454,283,424,612,0
5.472,454,283,423,612,0
5.474,454,283,423,612,0
5.485,454,283,423,612,0
5.487,454,283,423,612,0
5.488,454,283,423,612,0
5.495,454,283,423,612,0
5.498,454,283,423,612,0
5.500,454,283,423,612,0
5.503,454,283,423,612,0
5.505,454,283,423,612,0
5.516,454,283,423,612,0
5.519,454,283,423,612,0
5.526,454,283,423,612,0
5.529,454,283,423,612,0
5.531,454,283,424,612,0
5.533,454,283,424,612,0
5.536,455,283,424,612,0
5.547,455,283,424,612,0
5.549,455,283,424,612,0
5.557,455,283,424,612,0
5.560,455,283,424,612,0
5.562,455,283,424,612,0
5.564,455,283,424,612,0
5.567,455,283,424,612,0
5.578,455,283,424,612,0
5.580,455,283,424,612,0
5.587,455,283,424,612,0
5.589,455,283,424,612,0
5.591,455,283,424,612,0
5.593,455,283,424,612,0
5.595,455,282,424,612,0
5.598,454,282,424,612,0
5.608,454,282,424,612,0
5.610,454,282,424,612,0
5.613,454,282,424,612,0
5.620,454,282,424,612,0
5.622,454,282,424,612,0
5.624,454,282,423,612,0
5.626,454,282,423,612,0
5.628,454,282,423,612,0
5.640,454,282,423,612,0
5.642,454,282,423,612,0
5.650,454,282,423,612,0
5.652,454,282,423,612,0
5.654,454,282,424,612,0
5.656,454,283,424,612,0
5.658,454,283,424,612,0
5.669,454,283,424,612,0
5.672,454,283,424,612,0
5.674,454,283,424,612,0
5.681,454,283,424,612,0
5.683,454,283,424,612,0
5.685,454,283,424,612,0
5.688,454,282,424,612,0
5.690,454,282,424,612,0
5.702,454,282,424,612,0
5.705,454,282,424,612,0
5.712,454,282,424,612,0
5.715,454,282,424,612,0
5.717,454,282,424,612,0
5.720,454,283,424,612,0
5.722,454,283,424,612,0
5.733,454,283,424,612,0
5.736,454,283,424,612,0
5.743,454,283,424,612,0
5.746,454,283,424,612,0
5.748,454,283,424,612,0
5.750,454,282,424,612,0
5.752,454,282,424,612,0
5.763,454,282,424,612,0
5.766,454,282,424,612,0
5.774,454,282,424,612,0
5.776,454,282,424,612,0
5.778,454,282,424,612,0
5.781,454,282,424,612,0
5.783,454,282,424,612,0
5.794,454,282,424,612,0
5.797,454,282,424,612,0
5.799,454,282,424,612,0
5.806,454,282,424,612,0
5.807,454,282,424,612,0
5.810,454,282,424,612,0
5.811,454,283,424,612,0
5.813,454,283,424,612,0
5.824,454,283,424,612,0
5.826,454,283,424,612,0
5.828,454,283,424,612,0
5.836,454,283,424,612,0
5.838,454,283,424,612,0
5.839,454,283,424,612,0
5.842,454,283,424,612,0
5.844,454,283,424,612,0
5.855,454,283,424,612,0
5.858,454,283,424,612,0
5.860,454,283,424,612,0
5.868,454,283,424,612,0
5.871,454,283,424,612,0
5.874,454,283,424,612,0
5.876,454,283,424,612,0
5.888,454,283,424,612,0
5.890,454,283,424,612,0
5.897,454,283,424,612,0
5.900,454,283,424,612,0
5.902,454,282,424,612,0
5.903,455,282,424,612,0
5.905,455,282,424,612,0
5.907,455,282,424,612,0
5.918,455,282,424,612,0
5.920,455,282,424,612,0
5.923,455,282,424,612,0
5.931,455,282,423,612,0
5.934,454,282,423,612,0
5.936,454,282,423,612,0
5.938,454,282,423,612,0
5.949,454,282,423,612,0
5.953,454,282,423,612,0
5.960,454,282,424,612,0
5.962,454,282,424,612,0
5.964,454,282,424,612,0
5.967,454,282,424,612,0
5.969,454,282,424,612,0
5.981,454,282,424,612,0
5.984,454,282,424,612,0
5.991,454,282,423,612,0
5.994,454,282,423,612,0
5.996,454,282,423,612,0
5.998,454,282,423,612,0
6.001,454,282,423,612,0
6.012,454,282,423,612,0
6.015,454,282,423,612,0
6.023,454,282,423,612,0
6.024,454,282,423,612,0
6.027,454,282,423,612,0
6.029,454,282,423,612,0
6.031,454,282,423,612,0
6.042,454,282,423,612,0
6.044,454,282,423,612,0
6.046,454,282,423,612,0
6.053,454,282,423,612,0
6.055,454,282,423,612,0
6.057,454,282,423,612,0
6.059,454,282,423,612,0
6.061,454,282,423,612,0
6.072,454,282,423,612,0
6.074,454,282,423,612,0
6.076,454,282,423,612,0
6.078,454,282,423,612,0
6.085,454,282,423,612,0
6.086,454,282,423,612,0
6.088,454,282,423,612,0
6.090,454,282,423,612,0
6.093,454,282,423,612,0
6.104,454,282,423,612,0
6.106,454,282,423,612,0
6.108,454,282,423,612,0
6.115,454,282,423,612,0
6.117,454,282,423,612,0
6.119,454,282,423,612,0
6.121,454,282,423,612,0
6.123,454,282,423,612,0
6.135,454,282,423,612,0
6.138,454,282,423,612,0
6.145,454,282,423,612,0
6.148,454,282,423,612,0
6.152,454,282,423,612,0
6.155,454,282,423,612,0
6.166,454,282,423,612,0
6.168,454,282,423,612,0
6.170,454,282,423,612,0
6.178,454,282,423,612,0
6.180,454,282,423,612,0
6.183,454,282,423,612,0
6.185,454,282,423,612,0
6.196,454,282,423,612,0
6.199,454,282,423,612,0
6.208,454,282,423,612,0
6.210,454,282,423,612,0
6.212,454,282,423,612,0
6.215,454,282,423,612,0
6.228,454,282,423,612,0
6.231,454,282,424,612,0
6.240,454,282,424,612,0
6.242,454,282,424,612,0
6.244,454,282,424,612,0
6.247,454,282,424,612,0
6.249,454,282,424,612,0
6.261,454,282,424,612,0
6.263,454,282,424,612,0
6.272,454,282,424,612,0
6.274,454,282,424,612,0
6.276,454,282,424,612,0
6.279,454,282,424,612,0
6.290,454,282,424,612,0
6.291,454,282,424,612,0
6.294,454,282,424,612,0
6.302,455,282,424,612,0
6.304,455,282,424,612,0
6.307,455,282,424,612,0
6.310,455,282,424,612,0
6.321,455,282,424,612,0
6.323,455,282,424,612,0
6.326,454,282,424,612,0
6.333,454,282,424,612,0
6.336,454,282,424,612,0
6.338,454,282,424,612,0
6.340,454,282,424,612,0
6.352,454,282,424,612,0
6.354,454,282,424,612,0
6.355,454,282,424,612,0
6.362,454,282,424,612,0
6.364,454,282,424,612,0
6.366,454,282,424,612,0
6.368,454,282,424,612,0
6.370,454,282,424,612,0
6.372,454,282,424,612,0
6.383,454,282,424,612,0
6.385,454,282,424,612,0
6.387,454,282,424,612,0
6.394,454,282,424,612,0
6.396,454,282,424,612,0
6.398,454,282,424,612,0
6.400,454,282,424,612,0
6.402,454,282,424,612,0
6.404,454,282,424,612,0
6.414,454,282,424,612,0
6.416,454,282,424,612,0
6.418,454,282,424,612,0
6.425,454,282,424,612,0
6.427,454,282,424,612,0
6.429,454,282,424,612,0
6.431,454,282,424,612,0
6.433,454,282,424,612,0
6.435,454,282,424,612,0
6.446,454,282,424,612,0
6.448,454,282,424,612,0
6.450,454,282,424,612,0
6.457,454,282,424,612,0
6.459,454,282,424,612,0
6.461,454,282,424,612,0
6.462,454,282,424,612,0
6.464,454,282,424,612,0
6.475,454,282,424,612,0
6.477,454,282,424,612,0
6.479,454,282,424,612,0
6.481,454,282,424,612,0
6.488,454,282,424,612,0
6.490,454,282,424,612,0
6.491,454,282,424,612,0
6.493,454,282,424,612,0
6.495,454,282,424,612,0
6.506,454,282,424,612,0
6.508,454,282,424,612,0
6.510,454,282,424,612,0
6.512,454,282,424,612,0
6.519,454,282,424,612,0
6.521,454,282,424,612,0
6.523,454,282,424,612,0
6.525,454,282,424,612,0
6.527,454,282,424,612,0
6.537,454,282,424,612,0
6.539,454,282,424,612,0
6.541,454,282,424,612,0
6.543,454,282,424,612,0
6.550,454,282,424,612,0
6.552,454,282,424,612,0
6.553,454,282,424,612,0
6.555,454,282,424,612,0
6.557,454,282,424,612,0
6.559,454,282,424,612,0
6.570,454,282,424,612,0
6.572,454,282,424,612,0
6.573,454,282,424,612,0
6.581,454,282,424,612,0
6.584,454,282,424,612,0
6.586,454,282,424,612,0
6.588,454,282,424,612,0
6.599,454,282,424,612,0
6.601,454,282,424,612,0
6.603,454,282,424,612,0
6.610,454,282,424,612,0
6.612,454,282,424,612,0
6.615,454,282,424,612,0
6.617,454,282,424,612,0
6.619,454,282,423,612,0
6.621,454,282,423,612,0
6.632,454,282,423,612,0
6.634,454,282,423,612,0
6.641,454,282,423,612,0
6.643,454,282,423,612,0
6.645,454,282,423,612,0
6.647,454,282,423,612,0
6.649,454,282,424,612,0
6.651,454,282,424,612,0
6.661,454,282,424,612,0
6.663,454,282,424,612,0
6.665,454,282,424,612,0
6.667,454,282,424,612,0
6.674,454,282,424,612,0
6.676,454,282,424,612,0
6.678,454,282,424,612,0
6.680,454,282,424,612,0
6.682,454,282,424,612,0
6.693,455,282,424,612,0
6.694,455,282,424,612,0
6.696,455,282,424,612,0
6.704,455,282,424,612,0
6.706,455,282,424,612,0
6.707,455,282,424,612,0
6.709,455,282,424,612,0
6.711,455,282,424,612,0
6.713,455,282,424,612,0
6.724,454,282,424,612,0
6.726,454,282,424,612,0
6.728,454,282,424,612,0
6.736,454,282,424,612,0
6.737,454,282,424,612,0
6.739,454,282,424,612,0
6.741,454,282,424,612,0
6.743,454,282,424,612,0
6.745,454,282,424,612,0
6.755,454,282,424,612,0
6.757,454,282,424,612,0
6.759,454,282,424,612,0
6.766,454,282,424,612,0
6.768,454,282,424,612,0
6.770,454,282,424,612,0
6.772,454,282,424,612,0
6.774,454,282,424,612,0
6.785,454,282,424,612,0
6.787,454,282,424,612,0
6.789,454,282,424,612,0
6.791,454,282,424,612,0
6.798,454,282,424,612,0
6.801,454,282,424,612,0
6.803,454,282,424,612,0
6.806,454,282,424,612,0
6.818,454,282,424,612,0
6.820,454,282,424,612,0
6.827,454,282,424,612,0
6.830,454,282,424,612,0
6.832,454,282,424,612,0
6.836,455,282,424,612,0
6.847,455,282,424,612,0
6.851,455,282,424,612,0
6.859,455,282,424,612,0
6.861,455,282,424,612,0
6.862,455,282,424,612,0
6.865,455,282,424,612,0
6.867,455,282,424,612,0
6.878,454,282,424,612,0
6.881,454,282,424,612,0
6.883,454,282,424,612,0
6.890,454,282,424,612,0
6.893,454,282,424,612,0
6.895,454,282,424,612,0
6.897,454,282,424,612,0
6.900,454,282,424,612,0
6.910,454,282,424,612,0
6.913,454,282,424,612,0
6.914,454,282,424,612,0
6.921,454,282,424,612,0
6.923,454,282,424,612,0
6.925,454,282,424,612,0
6.928,454,282,424,612,0
6.930,454,282,424,612,0
6.942,454,282,424,612,0
6.944,454,282,424,612,0
6.952,454,282,424,612,0
6.953,454,282,424,612,0
6.955,454,282,424,612,0
6.958,454,282,424,612,0
6.960,454,282,424,612,0
6.971,454,282,424,612,0
6.974,454,282,424,612,0
6.977,454,282,424,612,0
6.984,454,282,424,612,0
6.986,454,280,423,612,0
6.988,454,280,423,612,0
6.990,454,280,423,612,0
6.993,454,280,423,612,0
7.004,454,280,423,612,0
7.006,454,280,423,612,0
7.014,454,280,424,612,0
7.016,454,280,424,612,0
7.018,454,281,424,612,0
7.020,454,281,424,612,0
7.023,454,281,424,612,0
7.034,454,281,424,612,0
7.037,454,281,424,612,0
7.045,454,281,424,612,0
7.047,454,281,424,612,0
7.049,454,281,424,612,0
7.051,454,281,424,612,0
7.053,454,281,424,612,0
7.055,454,281,424,612,0
7.066,454,281,424,612,0
7.068,454,281,424,612,0
7.075,454,281,424,612,0
7.078,454,281,424,612,0
7.081,454,281,424,612,0
7.084,454,281,424,612,0
7.095,454,281,424,612,0
7.097,454,281,424,612,0
7.099,454,281,424,612,0
7.106,454,281,424,612,0
7.108,454,281,424,612,0
7.110,454,281,424,612,0
7.112,454,281,424,612,0
7.115,454,281,424,612,0
7.127,454,281,424,612,0
7.129,454,281,424,612,0
7.138,454,281,424,612,0
7.139,454,281,424,612,0
7.141,454,281,424,612,0
7.143,454,281,424,612,0
7.146,454,281,424,612,0
7.148,454,281,424,612,0
7.159,454,281,424,612,0
7.161,454,281,424,612,0
7.168,454,281,424,612,0
7.171,454,281,424,612,0
7.173,454,281,424,612,0
7.175,454,281,424,612,0
7.177,454,281,424,612,0
7.179,454,281,424,612,0
7.190,454,281,424,612,0
7.192,454,281,424,612,0
7.200,454,281,424,612,0
7.202,454,281,424,612,0
7.205,454,281,424,612,0
7.207,454,281,424,612,0
7.209,454,281,424,612,0
7.220,454,281,424,612,0
7.222,454,281,424,612,0
7.224,454,281,424,612,0
7.232,454,281,424,612,0
7.234,454,281,424,612,0
7.237,454,281,424,612,0
7.239,454,281,424,612,0
7.250,454,281,424,612,0
7.252,454,281,424,612,0
7.255,454,281,424,612,0
7.262,454,282,424,612,0
7.264,454,282,424,612,0
7.266,454,282,424,612,0
7.268,454,282,424,612,0
7.270,454,282,424,612,0
7.271,454,282,424,612,0
7.283,454,282,424,612,0
