index,dt_ms,ok
659,11.659982,1
660,11.614983,1
661,6.201003,1
662,14.854877,1
663,10.470068,1
664,7.248978,1
665,11.543050,1
666,12.712786,1
667,6.297135,1
668,12.675217,1
669,11.626088,1
670,6.275129,1
671,12.724535,1
672,11.633074,1
673,6.155099,1
674,12.653725,1
675,6.262955,1
676,7.281731,1
677,7.314931,1
678,11.775189,1
679,10.865684,1
680,7.345107,1
681,11.974834,1
682,11.931860,1
683,6.296176,1
684,12.653138,1
685,11.599539,1
686,7.290520,1
687,12.862204,1
688,10.521914,1
689,6.272190,1
690,13.740801,1
691,11.502715,1
692,6.236499,1
693,13.848821,1
694,10.596766,1
695,7.200934,1
696,12.714534,1
697,11.554992,1
698,6.284496,1
699,13.713419,1
700,10.543392,1
701,7.266561,1
702,12.713892,1
703,10.482514,1
704,6.291781,1
705,13.648764,1
706,11.680621,1
707,7.184541,1
708,12.667915,1
709,10.410938,1
710,6.236466,1
711,14.788779,1
712,10.610434,1
713,7.223982,1
714,12.574518,1
715,11.538350,1
716,6.232724,1
717,13.782796,1
718,10.592001,1
719,7.249628,1
720,12.641517,1
721,10.461858,1
722,6.166611,1
723,14.783079,1
724,10.551703,1
725,7.474079,1
726,13.001906,1
727,10.872432,1
728,6.305690,1
729,12.772636,1
730,11.505365,1
731,7.324895,1
732,12.760717,1
733,10.511204,1
734,6.155308,1
735,13.783524,1
736,11.651787,1
737,6.214072,1
738,13.785055,1
739,10.465293,1
740,6.273896,1
741,13.713806,1
742,11.625550,1
743,6.210764,1
744,13.665874,1
745,10.781538,1
746,6.541919,1
747,12.838646,1
748,11.483732,1
749,7.388767,1
750,12.567320,1
751,11.600453,1
752,6.141776,1
753,13.838840,1
754,10.603853,1
755,6.550571,1
756,12.998531,1
757,12.041157,1
758,6.199731,1
759,12.668391,1
760,11.610321,1
761,6.283394,1
762,13.716487,1
763,10.485666,1
764,6.133287,1
765,13.723803,1
766,12.650973,1
767,7.246668,1
768,11.485051,1
769,10.582110,1
770,6.139739,1
771,14.764545,1
772,10.441951,1
773,7.320250,1
774,12.691515,1
775,11.673437,1
776,6.174197,1
777,12.658141,1
778,6.244151,1
779,6.269943,1
780,7.290883,1
781,11.526764,1
782,11.502389,1
783,6.305607,1
784,13.740577,1
785,11.530147,1
786,7.226107,1
787,11.587840,1
788,11.656915,1
789,6.260704,1
790,13.597478,1
791,11.524218,1
792,7.193896,1
793,11.617908,1
