fichero,t_wall_iso,t_unix,n
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:56.575798,1789674656.576,233
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:56.601415,1789674656.601,234
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:56.641874,1789674656.642,235
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:56.672971,1789674656.673,236
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:56.701599,1789674656.702,237
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:56.734637,1789674656.735,238
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:56.770379,1789674656.770,239
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:56.801995,1789674656.802,240
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:56.842695,1789674656.843,241
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:56.867526,1789674656.868,242
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:56.903804,1789674656.904,243
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:56.930909,1789674656.931,244
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:56.971605,1789674656.972,245
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:56.999747,1789674657.000,246
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:57.036054,1789674657.036,247
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:57.071521,1789674657.072,248
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:57.099481,1789674657.099,249
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:57.136851,1789674657.137,250
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:57.171448,1789674657.171,251
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:57.218834,1789674657.219,252
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:57.240312,1789674657.240,253
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:57.267507,1789674657.268,254
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:57.302612,1789674657.303,255
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:57.333664,1789674657.334,256
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:57.370654,1789674657.371,257
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:57.401973,1789674657.402,258
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:57.438764,1789674657.439,259
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:57.469512,1789674657.470,260
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:57.502873,1789674657.503,261
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:57.533929,1789674657.534,262
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:57.569633,1789674657.570,263
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:57.601235,1789674657.601,264
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:57.638395,1789674657.638,265
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:57.668710,1789674657.669,266
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:57.701217,1789674657.701,267
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:57.734396,1789674657.734,268
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:57.775962,1789674657.776,269
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:57.801055,1789674657.801,270
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:57.841536,1789674657.842,271
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:57.870721,1789674657.871,272
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:57.904245,1789674657.904,273
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:57.934416,1789674657.934,274
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:57.967327,1789674657.967,275
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:58.000312,1789674658.000,276
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:58.038353,1789674658.038,277
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:58.069406,1789674658.069,278
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:58.101910,1789674658.102,279
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:58.134135,1789674658.134,280
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:58.175247,1789674658.175,281
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:58.200251,1789674658.200,282
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:58.239722,1789674658.240,283
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:58.267082,1789674658.267,284
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:58.302195,1789674658.302,285
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:58.335085,1789674658.335,286
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:58.372474,1789674658.372,287
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:58.401921,1789674658.402,288
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:58.439093,1789674658.439,289
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:58.469622,1789674658.470,290
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:58.502404,1789674658.502,291
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:58.534433,1789674658.534,292
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:58.572264,1789674658.572,293
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:58.601159,1789674658.601,294
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:58.640083,1789674658.640,295
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:58.669860,1789674658.670,296
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:58.702602,1789674658.703,297
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:58.733583,1789674658.734,298
c4_c925_cubo_20260917_145047.mp4,2026-09-17T14:50:58.772429,1789674658.772,299
